UUID,7_OpenEnd,7_A,7_B,7_B1,7_B2,7_B3,7_B4,7_B5,7_B6,7_B7,7_C,7_C1,7_C2,7_C3,7_D,7_E
bd8625ea-d46a-46b4-9ab2-5724264a73bc,I want the Islamic law to be enforced and the criminals to be acted upon as soon as possible so that they can have good security. ,,,,,,,,,,1,,,1,,
bdbbf63d-36a6-4304-9855-578b1fd57a1c,"Free music, no restrictions ",,,,,,,,,,1,,,1,,
bdf70cfb-8880-44ab-9d32-2a5e6bfa4b8d,"The Taliban should not rule over the people of Afghanistan, they should rule over their hearts; they should not work on the personal affairs of the common people; What's the matter? They've built up a force to be reckoned with in every country. ",,,,,,,,,,1,,,1,,
be0a56d4-70f6-45e0-a2e3-c5fc5f9a09f3,Security ,,1,,1,,,,,,,,,,,
be202173-9bbd-4bca-82e5-340af3d7ccbd,"Security, eradication of corruption, prevention of oppression, but what they change is the handing over of the work to the people. ",,1,,1,1,,,1,1,1,,,1,,
bea0577b-d9ee-46ba-8171-d2c490965097,"The Taliban must respect the freedom of men, especially women, and allow everyone to study and progress. ",,,,,,,,,,1,1,1,1,,
beafa3b7-1c04-42ad-bc9a-35a20019944a,Security and better addressing people's concerns ,,1,,1,,,,1,,,,,,,
bec081aa-aad2-4524-b5b0-4bf7950619bc,"One good thing was that the traitors were lost and if the Taliban neglected, the number of traitors would increase. ",,1,,,,,,1,1,,,,,,
beef1202-7f3d-423b-b98d-a6e9f97787e1,The right to education for women ,,,,,,,,,,1,1,1,,,
bf097bb0-9a44-4af6-94c0-d5575edfda04,Peace ,,1,,1,,,,,,,,,,,
bf143a19-02c9-474d-94c9-56b015bd63b3,Solve economic problems ,,1,,,,1,,,,,,,,,
bf474ab7-bb10-4bb0-b024-9107d3ec9361,The Taliban do not currently have a basic government because each province faces a change ,1,,,,,,,,,,,,,,1
bfd837db-36cb-454a-b4f9-66f21330d2b2,"My view is that with the advent of the Taliban, there has been a resurgence of corruption, and that they have to create business in their own country, because with their arrival, the economic problems of the people have increased. ",1,,,,,,,,,,,,,,
c032a314-5bcc-497b-b917-b5afc089280e,The Taliban are not doing anything right and we want to let the girls study ,1,,,,,,,,,1,1,1,,,
c06f2ae9-3670-4872-8267-4de1f959c2cc,Cheap ,,,,,,,,,,,,,,,1
c0ce231e-12ff-4018-869e-9aeb8c33b6b6,Security ,,1,,1,,,,,,,,,,,
c1420636-a998-423c-b56b-32c2538f6bcf,Government inclusive ,,1,,,,,,1,,,,,,,
c1618cb2-5280-422d-86e9-e10a53938a2f,Women's school opened ,,1,,,,,,,1,1,1,1,,,
c16b05de-9f2d-427e-9163-3d8acdd9901b,What he does well is security and what he wants to do is cheap or economical. Thank you. ,,1,,1,,1,,,,1,,,1,,
c19f096b-bed6-4a68-9037-89c3973706f0,It does not do anything well ,1,,,,,,,,,,,,,,
c1ce8eaa-7326-4ee6-835a-7075934bdb05,The economy must be good ,,1,,,,1,,,,,,,,,
c1d86409-e871-4407-948a-749218c3958d,All the works of the commanders of God ,,1,,,,,1,,,,,,,,
c1f09f7b-d71d-41e3-a62d-9718a18af11b,There is nothing special about it ,1,,,,,,,,,,,,,,1
c20ba672-af4a-4891-8d31-4df16af51dc6,The thieves lost ,,1,,,1,,,,,,,,,,
c213e6c1-cfe3-4e1a-8515-fb4200e280b1,A system without financial corruption ,,1,,,1,1,,,,,,,,,
c235f035-b07f-43b7-831b-e83658b41f55,"The Taliban are convinced of what He has red lines for them, and he does it well, and he doesn't pay much attention to what they don't know. "" But if you understand its importance and secrets; So it performs well and maintains. ",,,,,,,,,,,,,,,
c2699043-6a69-41ff-9d25-575682aba6ca,Sharia 5% is applicable,,1,,,,,1,,,,,,,,
c291f44c-9431-4a25-af5c-7123b20948eb,The security of the cities and highways is what the Taliban do in Kuwait. It should focus on strengthening low-tax education centers ,,1,,1,,,,,,1,1,,1,,
c2a5a988-d585-4ce4-883a-5ceab4d89370,"Good security, lack of freedom, the right to women's rights, loading of private and public schools and universities ",,1,,1,,,,,,1,1,1,1,,
c2a6c71a-b607-42f0-beb4-de236c1e33f1,Security is good and they need to make a positive change in their position on girls' education ,,1,,1,,,,,,1,1,1,,,
c2ad0872-a52b-43c4-90da-8f15b605c607,About the girls' lesson and come out a little serious ,,,,,,,,,,1,,,1,,1
c2af818c-5bd2-4325-98e2-fc687ada5c79,Women's schools should be opened and handed over to the working class ,,,,,,,,,,1,1,1,1,,
c32c01c7-01a5-4f81-83d7-ab0aa8317c28,"The Taliban are doing well in implementing the Islamic and Sharia system and should be allowed to do so. They must change all the physical and mental effects of the invading democracy, work to break the intellectual war. ",,1,,,,,1,1,,1,,,1,,
c34930a5-33ab-4d56-999a-986e60c5edd9,Security employs skilled and professional people to fight corruption ,,1,,1,1,,,1,1,,,,,,
c37113ee-a4b7-4270-a03f-c6db5c3dcf7d,"All the affairs of the Islamic Emirate of Afghanistan are in line with our aspirations, hopes and aspirations. ",,1,1,,,,,,,,,,,,
c37ac1d6-b308-48c1-b925-7f0f1ca003fb,There will be no change in Afghanistan ,1,,,,,,,,,,,,,,1
c3c782ce-1b6d-485f-977d-be8accdccb76,Fighting Corruption Prevention of Anger Protecting the Dignity of the People Prevention of Robbery Prejudice against the Employees of the Past Government Must Be Inclusive Inclusive Government ,,1,,1,1,,,1,,1,,,1,,
c3f74183-d48c-4d78-b339-4dd12912d994,"Ending the security forces, not giving time to the usurpers, ending corruption, bringing a unified government all over Afghanistan and so on. ",,1,,1,1,,,1,1,,,,,,
c405df9c-ce29-4168-b8f8-ac5f3a6188d6,Democracy ,,1,,,,,,1,,,,,,,
c4095566-07d4-4d7e-a4c2-bc579fc9f0cb,They were able to provide security properly ,,1,,1,,,,,,,,,,,
c42ec0f8-9220-4b1b-834e-6d9bc2aea483,Government within the framework of Islam ,,1,,,,,1,1,,,,,,,
c43fb0b1-cb69-4659-8f66-ab2407b37bf2,"The Taliban are very skeptical if the people in charge of the organs surrender with characteristics and knowledge, the situation will be much better than the previous government. ",,1,,,,,,1,1,1,,,1,,
c48ae04d-4965-4ab4-8088-26ecdadbfe4c,The government should be inclusive and the elite should rule ,,,,,,,,,,1,,,1,,
c48cec66-5127-4faa-90eb-79ccbf27834b,Security ,,1,,1,,,,,,,,,,,
c4e960a7-690c-4e74-869d-3c56e901ac85,Education system ,,1,,,,,,,1,,,,,,
c502d64e-ef67-4a6a-a6fe-ac91f1b97e69,The Taliban are on the verge of collapse. ,1,,,,,,,,,,,,,,1
c527cbe0-0e64-4070-af32-579a69d852b4,Islamic law enforcement ,,1,,,,,1,1,,,,,,,
c55dc126-05b6-4061-902c-363d664b0fd9,"In my opinion, the Taliban must act in a way that is compatible with the United States ",,,,,,,,,,1,,,1,1,
c5893522-4c2a-42ad-957c-3de953d55109,Sharia ,,1,,,,,1,,,,,,,,
c59f046c-712a-46d1-b582-cb3c12820f23,"Everything is fine, thank God ",,1,1,,,,,,,,,,,,
c5aa9d22-4a38-4f00-817c-0a473720906e,The law is relatively good but unilateral ,,1,,,,,,1,,,,,,,
c60c153f-34e7-4bc9-8e99-6888e90acf4f,The commander who commands you to take action soon and the people are afraid of them that the government should be the kind that the people should be afraid of the government and cooperate. ,,,,,,,,,,1,,,1,,1
c6b3540d-840d-4cd1-8c64-c70a545ec2ed,Performs security well. But educational efforts need to be stepped up ,,1,,1,,,,,,1,1,,,,
c6df891e-b016-4791-b159-781f2049a93d,Amnesty ,,,,,,,,,,,,,,,1
c6fb57ed-cbf8-4604-8463-66ddd2157c07,Building the public opinion of the society is the most important and the first issue that needs to be addressed and for this the current system has to do what the nation and the people have gathered and fully supported. Work vigorously on public opinion and public mindset through propaganda and propaganda and realize priorities. ,,,,,,,,,,1,,,1,,
c7220018-d3a8-485e-9e78-ad6adf264842,Help the Arabs ,,,,,,,,,,,,,,,1
c7369d0d-db87-492f-85b9-703f2e956c63,Security ,,1,,1,,,,,,,,,,,
c7669ca4-0251-405f-b817-5cc64c79c1ee,None ,1,,,,,,,,,,,,,,
c7a8c6ed-c8f0-4df9-b4cd-d89ad8c70fb0,Open schools ,,,,,,,,,,1,1,,,,
c7af65b1-6f52-476a-ac88-8bc731caebf6,"From the servant's point of view, it is better to reach the right end of the game and to prevent people from wandering in government offices, that is, to facilitate the implementation of work. ",,,,,,,,,,,,,,,1
c7efdb84-df34-4d23-87d0-e858e2ed54c2,The Taliban are a trusted savage group ,,,,,,,,,,,,,,,1
c7fe19f8-6ad8-43a6-937e-2af21183b0b1,They fight ,,1,,,,,,,1,,,,,,
c88716b8-1e25-45c4-bc1d-d3227de95e37,"They do everything well, but they also need to be clearer ",,1,1,,,,,,,1,,,1,,
c8ee2cc4-23b2-4fdd-8c6b-a0ceed11aa4d,Justice ,,1,,,,,,1,,,,,,,
c92f8eec-e83a-4682-8f4a-9d13b49474ec,Choose a school ,,,,,,,,,,,,,,,1
c94cfdc6-a095-4f2f-89be-629f120f2f64,Security ,,1,,1,,,,,,,,,,,
c9b6187a-8c42-49a1-807e-cdb76dca944d,The theft should be reduced ,,,,,,,,,,1,,,1,,
c9cbfe04-4b7a-4097-86af-7e323e234808,The female class should be allowed to go to school. ,,,,,,,,,,1,1,1,,,
ca296269-9c28-459a-9ff3-5bec5f3c795c,People's financial situation ,,1,,,,1,,,,,,,,,
ca5a2d7c-bbca-42d3-9a16-5b1d394d998e,Islamic tradition ,,1,,,,,1,,,,,,,,
cad8093d-64c6-4a17-805c-db9c0ac739f7,The Taliban must include all ethnic groups in the government. Women must be educated. The media must be fully controlled. Drugs must be completely banned. ,,,,,,,,,,1,1,1,1,,
caeb14a9-4d75-4f85-bd4c-6b75928f4183,If the government includes everyone ,,,,,,,,,,1,,,1,,
cbc28f49-67ff-45d2-96f5-51fc3898637b,They do not do anything well ,1,,,,,,,,,,,,,,
cbd69274-d338-47b4-8874-d1690a5c196a,"God willing, he will implement an Islamic system in Afghanistan ",,1,,,,,1,,,,,,,,
cbe76462-9746-4036-8a0e-6f952965be99,Nothing ,1,,,,,,,,,,,,,,
cc00ff72-47e9-4d15-93c9-34c499300f5e,Sex ,,,,,,,,,,,,,,,1
cc0fd361-c3cd-4951-8687-2e98231767cf,"First of all, the government of the Islamic Emirate should be recognized. The economy of the people has weakened. .. ",1,,,,,,,,,1,,,1,1,
cc3afc85-db25-4483-8661-75587ce470cc,Girls should go to school and rule universally ,,,,,,,,,,1,1,1,,,
cc57223c-76dc-4c50-9e70-447af1610eb6,"Everything is fine, but I'm at war ",,1,1,,,,,,,,,,,,
cc5da713-dcc4-4c6a-a233-5b983de1c1b4,Islam and security ,,1,,1,,,1,,,,,,,,
cc7d0636-c15c-4f14-ad82-ba520bca8eef,Democracy ,,1,,,,,,1,,,,,,,
cc8b6b05-841d-483b-8fea-2d07e7d2bbe3,The Taliban have provided good security for the people and traitors and wicked people have also left our homeland. It is better that our homeland is free from occupation. He should have a wide range of lawyers and be in the grief of his nation. ,,1,,1,,,,,,,,,,1,
ccf0d5f0-b514-4e1a-9929-728997be7ab3,"Peace, Greeting ",,1,,1,,,,,,,,,,,
cd2527b9-9c8f-4ab6-bbdb-8c0db04e2262,Performs projects and infrastructure as well! The corrupt and professional people of the previous system should join the system ,,1,,,1,1,,,1,,,,,,
ce22fede-37f5-4080-80ea-7bacf2790652,The Taliban are a very good people and you have to deal with them ,,1,1,,,,,,1,,,,,,
ce2a0ae0-bd35-4d7c-a237-7186b65e1d3c,Justice is not for the faint of heart ,,,,,,,,,,,,,,,1
ce4a0ffa-f2ef-4e92-8239-002bf2339607,They do the security of the oppressed nation of Afghanistan well ,,1,,1,,,,,,,,,,,
ce53c559-c261-4f93-b8af-45f8e1744c71,Islamic system ,,1,,,,,1,1,,,,,,,
ce64a224-8703-4d57-b8fd-e8b7351e575f,"Support businessmen and connect the National Bank with the World Bank and provide the nation with a lot of work. I am satisfied with their importance and law, only the taste in the civil administrations and the arrangement and determination of the military ",,1,,,,,,1,,1,,,1,1,
ce69fefb-60e2-412e-bbce-a50308021093,Every thing is great and going one !!! ,,1,1,,,,,,,,,,,,
ce6e3ccf-8697-4743-9bd3-79958f55a05e,Taliban Overall Security Taliban Absolute Sovereignty Can Defend This Country Against a Foreign Enemy ,,1,,1,,,,1,,,,,,1,
ce925acd-457b-4bde-8174-7f15b6967199,I have nothing to say ,,,,,,,,,,,,,,,1
cef98453-6f64-46fd-af47-30c1c691ac1e,The Taliban can do nothing ,1,,,,,,,,,,,,,,
cf11f909-9961-4c9d-83e5-57d765f57baf,The only thing that can do well is to observe Islamic law and create security ,,1,,1,,,1,1,,,,,,,
cf27fe59-16b5-4379-ac23-dcb883a367b8,Everything is going well and the situation will get better after earning the blocked money ,,1,1,,,,,,,,,,,1,
cf642b13-86f7-473d-8960-699b7885a012,"We want the government to change, but we are not happy about that ",1,,,,,,,,,1,,,1,,
cf912a08-e84d-4a39-a6fd-30e7fc4626e7,Economy ,,1,,,,1,,,,,,,,,
d0075a5c-0cbc-476a-81e3-4b3e511dc176,The law is enforced properly ,,1,,,,,,1,,,,,,,
d0684445-995e-4e0d-818e-31244a582309,The Taliban do justice well. ,,1,,,,,,1,,,,,,,
d08abc5a-804b-4046-b163-7c27f253d554,Peace ,,1,,1,,,,,,,,,,,
d0e3054f-05f2-4bce-b61d-a3980847265c,"Good security, no oppression, no personal power, no fuel ",,1,,1,,,,1,,,,,,,
d1378078-2bad-47bc-8a34-004d0a10a982,Brotherhood of Equality ,,,,,,,,,,,,,,,1
d1c16836-e517-40cd-9b02-b12ef4b5e034,No flags ,,,,,,,,,,,,,,,1
d1d7c360-f404-48b2-9d3a-ef3b47536c4c,Peace ,,1,,1,,,,,,,,,,,
d1efbc5e-9a38-408b-a6e1-129a00527800,nothing ,1,,,,,,,,,,,,,,
d1f7fff1-c269-40be-80fa-86875edc1b09,Security and justice ,,1,,1,,,,1,,,,,,,
d1f9e52c-30d3-47e6-b415-d827ce2532a1,Application of Allah's ruling ,,1,,,,,1,,,,,,,,
d247e0bc-1265-4c40-aea7-c8a0d7ddd80e,"They do a little justice to the previous government. Of course, I said my region, I do not know what the number of provinces will be the next day. ",,1,,,,,,1,,,,,,,1
d264baf3-edce-4930-b52f-7219c558c0f0,"What is the purpose of your questions? We Muslims want a pure Islamic system. There are all kinds of infidels in the world whether they are Americans or Jews or Soviets or Hindus or any other type of infidels. We are his enemies. We want to kill him. Kill you We also want. Democracy thinking is heresy. So you are questioning democrats, you are infidels, we consider it our duty to kill you anywhere in the world. ",,,,,,,,,,,,,,,1
d29e7384-4b2c-417c-839a-c8981567075e,Some support for sharia law ,,1,,,,,1,,,,,,,,
d2e0bbc5-5fb3-4f88-b65e-8bac2ae9bbf5,The first step is to find a job for the people and provide employment opportunities ,,,,,,,,,,1,,,1,,
d3095386-0e6a-4462-8076-9a948e7b26f5,Strict security must be in military uniform for movement between provinces and districts. Robbery control. Good behavior towards the people. ,,1,,1,,,,1,,1,,,1,,
d377b35a-5f4b-4848-8ac5-649c1fe448eb,I want the Islamic system to ensure that everyone has their rights and security is guaranteed ,,,,,,,,,,1,,,1,,
d37ce0a4-721f-4a43-8a10-759c6a85998b,It can provide security very well. ,,1,,1,,,,,,,,,,,
d3810cd9-1cad-47c2-92e7-9965acc4afc4,The Taliban must treat the people and the ex-soldiers and soldiers very well and win the hearts of the people. ,,,,,,,,,,1,,,1,,
d4ce2730-dee4-4951-8543-701b61bc86c0,He enforces his Islamic and humanitarian law well ,,1,,,,,1,1,,,,,,,
d4d1ec1d-3292-40a2-b2ad-aa6e4dcb3035,The Islamic system is doing well. We want to issue boundaries ,,1,,,,,1,1,,1,,,1,,
d4d7c1ae-ad4f-4b76-a92c-7aa91d18538b,The people of Afghanistan must be lifted out of poverty ,,,,,,,,,,1,,,1,,
d5384e35-d4e5-47a2-b4bb-1bce1b2f1568,Security Integrity Commitment to our country and our people ,,1,,1,,,,1,,,,,,,
d54b6f82-0012-4a34-aa65-e2f61911c8df,"We, the Islamic Emirate and the government, are very happy that Eid-ul-Fitr has passed in such a way that the security situation is unprecedented. The security situation is tense. ",,1,,1,,,,,,,,,,,
d57937fe-eb25-44d4-9b00-6ddd843faab6,Economy ,,1,,,,1,,,,,,,,,
d5cc82a0-350a-4c4a-bbcc-f28eac2ff294,"The good Taliban is that it has brought peace to our ten countries. What should change is that women should not build ten alleys, they should not share in their government. Thanks. ",,1,,1,,,,,,1,,,1,,
d5e16ec0-46c6-4f62-a829-186ba6b38167,Security ,,1,,1,,,,,,,,,,,
d61418b3-71b9-4c5e-a16a-61750bb8efb3,Security is secure and I have economic problems. We don't have money. We are unemployed ,,1,,1,,,,,,1,,,1,,
d627a273-2f13-4b65-992b-2ed6511625a1,"There is a lot of justice in the Taliban, they are very good at security, they are well on time. , Give priority to professional people in hiring and that's it ",,1,1,1,,,,1,,1,,,1,,
d6609f4e-dc2f-4292-b462-161194ceb128,"The Taliban are honest with the people at low levels. Security in the Taliban government is still better than in the previous government. Media control is good in a way, although their method is not right. The Taliban promote the Afghan (Afghan) culture under the guise of Islam. I want an Islamic government, not an Afghan (Afghan). Not all Afghans are Afghans. ",,1,,1,,,1,1,,1,,,1,,
d68f58b7-b74b-45ef-a57e-4e6821573a3e,Security ,,1,,1,,,,,,,,,,,
d6fe3678-aec8-4d47-abd3-977e30203d2b,Security ,,1,,1,,,,,,,,,,,
d771dcbb-c885-49ef-8e94-c6d5843506bf,Security ,,1,,1,,,,,,,,,,,
d7788381-b7bf-44dc-9826-183d13a33de6,Drunkenness has decreased ,,1,,,,,,,1,,,,,,
d7996afb-b78e-4e72-9fc2-6a6dfb14a5cf,Equality and true implementation of the Quranic system in this country ,,1,,,,,1,,1,,,,,,
d82b086b-02f0-4766-beaf-c37d5cd7b6fa,Peace ,,1,,1,,,,,,,,,,,
d8409857-a206-4572-b12c-a82822dc9914,Islamic security law ,,1,,1,,,1,1,,,,,,,
d846b327-745c-46d9-82c2-dda72a4c61ab,Islam not foreign countries law ,,1,,,,,1,,,,,,,,
d858f6c0-bca1-4e75-9fc6-4f2ded47e941,The raw materials must be cheap ,,,,,,,,,,,,,,,1
d86d5a8f-03bc-442a-9c7f-4dfbca78d5f6,Girls' schools are open ,,1,,,,,,,1,,,,,,
d87e4735-18f7-4bec-b87d-944d2abc75a7,Security ,,1,,1,,,,,,,,,,,
d88ef2e0-97ec-452b-97bd-6151d86e22a9,Taliban policy ,,1,,,,,,1,,,,,,,1
d8a4032a-7203-4e7b-8bba-9501a6e6f7c7,Practicing Islam on everyone ,,1,,,,,1,,,,,,,,
d8ca61bb-e327-4949-a15a-f2e5001ccb40,Justice and fairness is well done and the girls' schools are well known ,,1,,,,,,1,1,1,1,1,,,
d8f4b3fd-0bad-4190-9de0-fd03d1f1a73f,Stealing destroyed the Islamic system ,1,,,,,,,,,,,,,,1
d9860b4c-6604-4917-b12e-41a1eaf28245,No work ,1,,,,,,,,,,,,,,
d99c3760-bd6a-4afd-b881-c0a683289a73,Nothing ,1,,,,,,,,,,,,,,
d9a68269-6d67-4e69-ba7a-d3cafdee9dfe,Security ,,1,,1,,,,,,,,,,,
d9b0e3f2-148c-4d16-bfe2-287aea659177,nothing ,1,,,,,,,,,,,,,,
da1b5698-66dd-4ba7-a66a-f44a877f1ef3,The Taliban have not been able to reduce the number of items they are doing. And must implement Islamic law 5% and change the law of punishment. Punishment must be sharia.,1,,,,,,,,,1,,,1,,
da7ef9f6-ae6d-4d4a-b3ba-94edb161725a,There is nothing that he cannot do ,,1,,,,,,,,,,,,,1
daa43516-c405-4e1f-9fbe-3b2e984f4b82,Security is another right ,,1,,1,,,,,,,,,,,
dae01415-db2b-4b4b-8db9-dd440bb7feff,Security has been brought to a head ,,1,,1,,,,,,,,,,,
daf65be6-ff2a-4dac-a38a-c6c5a9fcca89,Security Freedom Islam Security ,,1,,1,,,1,1,,,,,,,
db48c6a7-2ac2-4d47-b6d8-f49d6370558f,Everything is fine ,,1,1,,,,,,,,,,,,
db49ac43-3738-4ddb-9683-2737708bf6db,The government should be all-inclusive ,,,,,,,,,,1,,,1,,
db70ecbf-9d18-467c-8d29-528f1d88eb71,"In my opinion, the Taliban can provide better security, and must fully enforce Sharia law. ",,,,,,,,,,1,,,1,,
db839ad9-ddda-46de-b602-fd9b4b68e972,"One of the good things about the Taliban, compared to the previous US-backed government, is that the city's security forces do not mistreat or harass people. 1- What we want to change is to strengthen the economy, because it is going through a very difficult time. In addition, the education sector has reached a critical stage.",,1,,,1,,,1,,1,1,,1,1,
db84ea8a-2f92-44a7-884a-0ddd3466c35e,Security ,,1,,1,,,,,,,,,,,
db8d8961-0ce9-4ba7-bb76-ea7b0429ba12,I want to be an inclusive country ,,,,,,,,,,1,,,1,,
dc232c46-02ee-4296-aa53-bdf712db3ad6,Individual freedom ,,1,,,,,,1,,,,,,,
dc2fdf8e-a6f8-4e07-886b-efeaa0d24715,"There is security at night, wherever we can go, and theft is gone ",,1,,1,,,,1,,,,,,,
dc3a5c79-3e48-4dd4-a612-07e9bd0facf7,"No, the Taliban, may Allah be pleased with them ",,1,1,,,,,,,,,,,,
dcc6ae3b-9306-4734-81ff-acfeb1b36126,It will develop the country ,,1,,,,1,,,,,,,,,
dcc755ad-1e1e-42ff-9f38-7817c4a44bed,No changes ,,1,1,,,,,,,,,,,,
dcf84913-d09b-435e-b234-6314dadbeffe,Sex ,,,,,,,,,,,,,,,1
dd765c85-5c2b-42d0-a01b-a175e7c067a2,Nothing ,1,,,,,,,,,,,,,,
ddd66cfb-e157-43d0-8d67-f616fb2249a6,None ,1,,,,,,,,,,,,,,
dde4f30d-9b66-46bf-ab10-fc54aba3d04e,"The Islamic Emirate's leadership has reactivated the former faction, which had played a significant role in the jihad throughout Afghanistan, for a better period of time for better security. On the other hand, the movements of the opposition against the Islamic Emirate will be addressed in a timely manner ",,1,,1,,,1,1,,1,,,1,,
ddf82a61-e908-486d-9a71-f6d7900dccdd,Form an inclusive government. ,,,,,,,,,,1,,,1,,
de58ba10-1681-4608-9b25-b7aa68cbd883,None ,1,,,,,,,,,,,,,,
deea1616-939c-447f-ab56-7badf6aa967e,They follow the rules ,,1,,,,,,1,,,,,,,
df78345a-8db5-43a7-b3f6-673f62f18288,The presence of professionals in the government ,,1,,,,,,1,,,,,,,
df7df2f3-ff7e-4e83-8e93-3d49a9cd6452,Security ,,1,,1,,,,,,,,,,,
dfcde699-a6e3-4cf0-b923-f22543fdd117,Peace and Islamic society - Madrassas should be increased ,,1,,1,,,1,,,1,,,1,,
e01ff7ef-5866-4234-85ba-70300397294c,Security ,,1,,1,,,,,,,,,,,
e082cba2-79b5-4018-b97b-8e9ab2622b00,Discipline ,,1,,,,,,,1,,,,,,
e11018ed-cdc2-4d58-98fb-38259e29179e,Security and comfort ,,1,,1,,,,,,,,,,,
e1580da7-7a51-497f-9ff4-898421cbe3f7,Observance of Islamic laws ,,1,,,,,1,1,,,,,,,
e170dc2a-6f8d-4666-834f-41003643bbb1,Sharia limits ,,1,,,,,1,,,,,,,,
e20e333d-3851-4ca8-98b4-bf4d3139c467,The inclusive government should have a stake in the nation. Former politicians who are not accused of embezzlement ,,,,,,,,,,1,,,1,,
e217e341-c3ca-46f4-af3a-41040acf15b9,Its security is the only free and inclusive government ,,1,,1,,,,1,,,,,,,
e23b5a32-c328-4ecd-ab8c-0e774e34822a,Security ,,1,,1,,,,,,,,,,,
e3241fcd-3596-4dc3-b9b8-c254586ea8d4,Prioritize economic infrastructure projects and pay attention to the security of private entrepreneurs ,,,,,,,,,,1,,,1,,
e3242a40-04df-4770-96f3-ff791962bec2,"Hello, I am very secretive about the Islamic Emirate for the complete security of dignity and not taking bribes. ",,1,,1,1,,,,,,,,,,1
e3f131f6-30c0-4746-af74-419cf83a8f84,"Security Defense: Delivering justice to the rightful is something that the Taliban are doing well and what is changing is that some technical ministries cannot prevent them, such as education and the majority of other ministries should hire professionals and pay more attention to education. Both male and female ",,1,,1,,,,1,,1,1,1,1,,
e3fb23fe-5069-4434-99e0-c18c56e03153,The new Afghan property is a great achievement ,,1,,,,,,,1,,,,,,
e4558322-92b4-486d-8049-dd8b108a575b,It has good security ,,1,,1,,,,,,,,,,,
e45816bd-b26a-400c-8385-514a581cd73e,Job creation ,,1,,,,1,,,,,,,,,
e4bd6a6a-841f-46ad-a1ec-77df10d58e11,University ,,1,,,,,,,1,,,,,,1
e50049b7-5624-459b-92dc-5f769d5782d0,Economy ,,1,,,,1,,,,,,,,,
e56e544f-1164-4c03-844d-b97916d9793b,"Islam, security, justice ",,1,,1,,,1,1,,,,,,,
e5b0a261-a1d0-4fe4-9b0f-c19b0a894351,"1. On the fate of the people of Afghanistan and the presence of ethnic and political leaders and bully, looters, traitors and national corrupters. 2 . The structure of national government does not take into account ethnic, linguistic and regional issues and compositions, but on the basis of national merit, honesty and commitment.",1,1,,,1,,,,1,1,,,1,,
e6492dbb-cbf5-4c72-a0d5-8ab941b1500a,"The Taliban have done a good job of governing and preventing corruption in the end, and humanitarian aid will never go to the pockets of the powerful. The people of Afghanistan are waiting for work to be equalized for them, which goes back to the Afghan economy so that projects can be launched and our people will no longer have to leave Afghanistan. ",,1,,,1,,,1,,1,,,1,,
e6659890-4a26-4d0b-8917-96265aa07f38,"The Taliban are good, these are not bribe-takers ",,1,,,1,,,,,,,,,,
e69044aa-6a11-4410-8017-1e0f14878df5,I want the Islamic system to be implemented ,,,,,,,,,,1,,,1,,
e6918b0e-24a6-48a9-8c98-ae6f1a887f2d,Shariat ,,1,,,,,1,,,,,,,,
e69db031-d7a4-4011-8596-dc26a5c81c47,Everyone does a good job ,,1,1,,,,,,,,,,,,
e6e62b40-e984-45f0-bcee-8e6266db5223,The army must stop fighting and our country must be at peace ,,,,,,,,,,1,,,1,,
e6f2b9db-2999-4e04-aa07-b235711b5c80,amnyat ,,1,,1,,,,,,,,,,,
e7455c46-2176-4960-8e7e-752eca71e06d,"Security, prevention of corruption, ",,1,,1,1,,,,,,,,,,
e75ca1d5-c6dd-4d8a-9d30-cf289d16ca62,Security ,,1,,1,,,,,,,,,,,
e75dae5b-427a-4bc9-a869-1e3d605a10a2,I do not know the people of Afghanistan lack importance. Work and think about cheap food ,,,,,,,,,,,,,,,1
e773c6b2-ec87-4987-a419-78a2530ee4d6,"Somewhat more satisfied with the security situation than in the past, and because the law is fully enforced, that is, the authorities and the tyrants are largely gone, and we demand that they reopen the schools in Dangs and control the current economic crisis. Job opportunities should be created for the youth, especially for the educated class, because the youth need time. ",,1,,1,,,,1,,1,1,,1,,
e84eee26-9b98-4aeb-955e-95e161f395ee,Free trade education ,,1,,,,1,,,1,,,,,,
e8ad5eb6-ad5e-4de4-a5d5-4dfe9214cecd,nothing ,1,,,,,,,,,,,,,,
e8b6d106-7e12-447e-82ba-9ce9184a289b,"For the time being, the Taliban have been able to bring security to Huda, and the biggest change they have made is that corruption in government offices has decreased, and the changes it needs to make are that schools and universities should be open so that both girls and boys can study. Use a number of government employees from creative and understanding youth, etc. Changes that can be made ",,1,,1,1,,,,,1,1,1,1,,
e8cb393f-2997-4465-9893-87e3fbe372cf,science ,,1,,,,,,,1,,,,,,1
e8e87177-3095-444d-9c7e-7c7ab52ab585,Job opportunities must be created for people to work ,,,,,,,,,,1,,,1,,
e8f4a7ca-7d75-4931-8dc9-f29250c83d47,1 Protection of the private and public privacy of the nation 2 Struggle against foreign aggression and their mercenary slaves 3 Implementation of Islamic military and high Islamic values,,1,,1,,,1,1,,,,,,1,
e9303567-bb9d-4716-aa68-d13eac0f1273,That security and the Sharia system ,,1,,1,,,1,1,,,,,,,
e9ceab89-c10f-4c10-8046-05b5e1d81537,He must form a government in which everyone can see ,,,,,,,,,,1,,,1,,
