UUID,10c_OpenEnds,10c_A,10c_A0,10c_A1,10c_A2,10c_A3,10c_A4,10c_A5,10c_A6,10c_A7,10c_A8,10c_A9,10c_B,10c_C,10c_D,10c_E,10c_F,10c_G
43ce6e3d-b3f3-44cb-80a8-e8ebf220a050,We do not expect the international community to genuinely engage with Afghan women on human rights. ,,,,,,,,,,,,,,,,,1
43f952a6-a909-4a94-9a32-203001a4b014,Very good ,,,,,,,,,,,,,,,,,1
44430337-2f17-495b-92bb-77a3b5ab9d3d,The Taliban may not be right ,,,,,,,,,,,,,,,,,1
44a9dc14-7ca4-412a-8ea6-76082e5ae38b,"In my opinion, the international community considers the rights of women. Men are also oppressed by such people. The right to education should be the same for everyone. Men, weight and individual freedoms should be considered. ",1,,1,,,,1,,,,1,,,,1,,1
44b2b3ed-dee7-417e-afe9-d1ba84a49ff0,To Islamic law and hijab۔ About Humanity in Afghanistan Where is the human rights in Palestine? ,,,,,,,,,,,,,,,,1,1
44bc26e1-4fe2-45e9-bea6-dabdfbd51cf4,Half of the society is made up of women. Relationships should be better ,,,,,,,,,,,,1,,,,,1
44bd8b25-e62c-4720-a59e-75a13f1310e1,"God willing, I am satisfied ",,,,,,,,,,,,,,,,,1
44c17371-40df-4c6e-a7bc-08a8ba2eb6d8,"The Taliban government should allow girls' schools. Women should not lose the rights they have in society. They should work alongside men and women, and serve the rights that God has given to women in society. ",1,1,1,,,,,,,,,,,,,1,
44dedfee-1446-4e7b-8403-e7004e3440df,"If Islamic rights are granted, so are human rights ",1,,,,,,,,,,1,,,,,1,
44f8ffdf-b92b-46a4-b47e-97a3eddd3334,"Women have the right to work in an organization or in the health department, such as searching the house for women in the military, as well as addressing women's issues, as well as the issues that women have. In other words, women are much needed in the military and civilian sectors ",1,1,,,,1,,,,,1,1,,,,,
450f594c-3cec-40ba-81f6-3d943539ed93,Equal treatment ,1,,,,,,1,,,,,,,,,,
4541e4e2-78ad-4cbf-9fb5-c49b25073211,More rights for women ,,,,,,,,,,,,,,,,,1
455cca8a-1de2-449a-9073-979f5e769069,No wonder he wants to ,,,,,,,,,,,,,,,,,1
459e2c82-5126-4d78-9f13-f4473415dd0b,Should US and NATO forces return to Afghanistan or establish a comprehensive government secured by UN peacekeepers ,,,,,,,,,,,,,,,1,,
45a7afd2-4e64-4237-80fc-6d1715444260,"The future is not predictable, I guess it will be difficult ",,,,,,,,,,,,,,,,,1
45dd7de1-5d37-4593-a1eb-25e1fec5d5ba,Access to human rights for women is low because not allowing women to work and in offices is a major problem that the international community does not agree with the Taliban. ,1,1,,,,,,,,,,,,1,1,,
45f3bd8c-7f95-4310-86a8-70b28f2d2085,"Women should have access to their basic rights, and the Taliban should unquestionably allow women access to their basic rights, and should not be afraid of women's knowledge and literacy. Women can access their rights with integrity, and men must support this section of society in this way. ",1,,1,,,,,,,,1,,,,,,1
46070ef0-f98b-49e2-8926-6b621a476c73,I believe that achieving women's human rights will have a positive impact ,,,,,,,,,,,,1,,,,,
46154f67-c8a0-4f51-86e9-f26cdfb147bb,Women are a part of this society. They should have a full share in governance and achieve everything equally. ,1,1,,,1,,1,,,,,,,,,,
4617109f-4d03-4abc-9191-49d5ef98910d,It is very difficult at this time ,,,,,,,,,,,,,,1,,,1
464e7299-c0a2-4e46-a82a-9ad81d8bd7cd,Continuing education in Islamic hijab ,1,,1,,,,,,,,,,,,,1,
46645377-31d5-4534-8a09-92f01f1bf810,Very good ,,,,,,,,,,,,,,,,,1
4668c2ca-eff5-41b4-9d30-f4008e166c38,"If women in the country are morally prepared according to the religion of Islam, I do not think there will be any problem for them, and it is in their interest to be safe from the persecution of illiterate youth. ",,,,,,,,,,,,,,,,1,1
468086b7-3fee-4ccf-8de7-d1eb4cf2c876,It will look great ,,,,,,,,,,,,,,,,,1
469fcfd2-4374-44d7-bcea-9662c8687863,Women should have the right to study work and politics ,1,1,1,,1,,,,,,,,,,,,
472446cd-5bce-4a14-99e7-aa655e0d119d,It is much better than today for women to participate in society ,,,,,,,,,,,,,,,,,1
4758f4fc-b385-4ed1-866a-9a93197a63a9,Access to human rights is equally good for women ,1,,,,,,1,,,,1,,,,,,1
477acf90-7050-498d-9241-33ada33785ae,"If there were no female doctors or police officers in a society, we would face a lot of violence. ",1,1,,,,,,,,,,1,,,,,1
47a518ba-e3c1-40bd-968b-ae9d9b29dc34,It is useful for the growth of the country ,,,,,,,,,,,,1,,,,,
47b1ab96-c27f-4ccf-a6b0-df886c7a6370,According to Islamic law ,,,,,,,,,,,,,,,,1,
47bbdc9c-eb53-4c02-8942-db0e56d3a663,Women have the same rights in society as men ,1,,,,,,1,,,,,,,,,,
47d45bc1-980a-44c2-bbeb-df57f2cb98e0,Maybe good ,,,,,,,,,,,,,,,,,1
47e06f9e-9ec2-4a97-a43d-749f697530ae,Has gotten worse ,,,,,,,,,,,,,,,,,1
484fc24c-1fc5-4be4-927a-cea7e6138647,Which I do not have a specific opinion ,,,,,,,,,,,,,,,,,
485dbfd4-7875-4be7-a2a3-13acba777b99,Freedom of expression and the right to participate in government ,1,,,,1,,,,,,1,,,,,,
48708eac-ae05-438a-8399-bdf31097ca09,Establishment of a comprehensive government of all ethnic groups and non-interference of neighboring countries and NATO in the internal affairs of Afghanistan. ,,,,,,,,,,,,1,,,1,,1
488a124e-7544-46bc-ba58-5ee9e11c691b,"The right to education, the right to work and a share in politics ",1,1,1,,1,,,,,,,,,,,,
48b02b6d-8752-48fb-8ef8-aa95d52f34d6,"Human rights for women. It is a right given to them by Islam, not the Taliban. ",,,,,,,,,,,,,,1,,1,
48b1d9b0-a53a-44ff-8d43-c6f7e6612d93,very good ,,,,,,,,,,,,,,,,,1
48d38e6a-feb7-489a-852d-babe43f525c1,"It will be very, very great ",,,,,,,,,,,,,,,,,1
49173e8e-24de-446c-a49a-298130881e56,Many because they have the right to be human ,1,,,,,,,,,,1,,,,,,1
495f99f9-4397-45db-9f46-12d0745d226a,"Putting pressure on the Taliban inside and outside Afghanistan is forcing them to say that if you do not give women rights, the world will not recognize you. The Taliban are all ignorant ",,,,,,,,,,,,,,1,1,,
498b2f0a-f17f-4cab-bffe-692673141f2b,"Achieving human rights is a basic need for women, and without women a society can not prosper ",,,,,,,,,,,,1,1,,,,
49cfaab2-09fe-41f4-8f27-39b06cfdd334,We want Islam to be given rights in hijab ,,,,,,,,,,,,,,,,1,
49e2217e-cc2d-49ae-80dd-c1c6e9b2ee3d,"If an inclusive government is established in Afghanistan and all Afghan citizens, including women, have the right to education, education and work in the light of divine commandments ",1,1,1,,1,,,,,,,,,,,1,1
4a1146a1-d382-44f1-bddb-25bf26f60c31,Actual government change ,,,,,,,,,,,,,,1,,,1
4a18f371-fae8-4a51-88a0-23cd154516b8,Women have the right to education and employment ,1,1,1,,,,,,,,,,,,,,
4a31a6f5-3585-4f9c-a45b-3937469b0d27,"Women make up half of society Human rights achievement is a step towards providing for thousands of families that only women breadwinners and women want to grow, and if the Taliban return to the gates of human rights, women will have access to their rights. ",1,,,,,,1,,,1,,,1,,,,
4a3bd18c-6236-4bf7-83dd-c4cb743f76c4,All their religious rights must be respected and there must be no obstacles to their education and work ,1,1,1,,,,,,,,,,,,,1,
4aa242ed-228b-4356-8ef6-2e5e84d0f1a4,the freedom ,,,,,,,,,,,,,,,,,1
4ab24d2e-5d62-4f12-b9bd-bace53d9efcf,Too bad with the situation we have that the government is not inclusive ,,,,,,,,,,,,,,1,,,1
4abd995d-b68e-417a-bfe3-b2c3b440e29f,"God forbid, this is such a bloody question ",,,,,,,,,,,,,,,,,1
4add71e6-bc11-42ce-87cf-110bb9e9c5be,In accordance with international values and laws ,,,,,,,,,,,,,,,1,,1
4aeed782-bded-4bb6-bcff-da70525e29f2,Suppression of the Taliban ,,,,,,,,,,,,,,1,,,
4b13209f-4a4c-4aeb-85cc-576272bb619a,Education and job ,1,1,1,,,,,,,,,,,,,,
4b172cb9-c972-4665-82c4-866b7b598595,The women of our country can raise their voices and uphold their rights. ,,,,,,,,,,,,,,,,,1
4b4d85de-762c-49a8-bd33-6c192d2be4ab,"The rights of Afghan women and girls are currently in danger, so the international community must act as soon as possible and not allow the rights of Afghan women and girls to be violated ... ",,,,,,,,,,,,,,,1,,
4b95923f-8218-42b2-9343-f57e85c35273,"As long as they wear the hijab, moral and religious corruption has decreased with the presence of the Taliban ",,,,,,,,,,,,,,,,1,1
4ba941ff-a529-4fa1-a33e-4b2622cee857,"Under these circumstances, the possibility of achieving human rights for women is out of the question at all ",,,,,,,,,,,,,,1,,,1
4be1b5ee-4d2e-4e9d-8e6e-939091bf2cb2,The big deal in a society where more than half are illiterate ,1,,1,,,,,,,,,1,,,,,1
4be9914c-50ae-4228-a069-5633b4d574f2,It's better ,,,,,,,,,,,,,,,,,1
4bf2246b-3364-4442-b49b-a67779b4a2e4,Rights must be given to women ,,,,,,,,,,,,,,,,,1
4c165a62-ff28-4981-999a-b1e5755a0562,"By continuing education, it can play a role in the development of a healthy education society for the children of the family economy and the country. ",1,,1,,,,,,,,,1,1,,,,
4c3303fd-574a-440e-9201-4a8f7d5385b0,Women equal to men should have equal rights to education and work in order to achieve gender equality and the current Afghan government to fully respect women's rights to education and work ,1,1,1,,,,1,,,,,,,,,,
4c5db845-f9bb-4775-bf9b-6432422e2eb4,A prosperous future ,,,,,,,,,,,,1,1,,,,
4c7d92fe-8300-4cce-a732-883f91fbddeb,"In the framework of Islam, women's rights should be given ",,,,,,,,,,,,,,,,1,
4c89fd0f-dc83-4c99-881b-563b2732fe8a,Allow women to serve equally for their own interests and those of their country. ,1,,,,1,,1,,,,1,,,,,,
4c8a5492-a021-473b-b51f-8eaf90ec748e,Women are the half body of society and play an essential role in the education and training of a healthy family and can educate children and young people. ,1,,1,,,,1,,,,,1,,,,,
4c8fdb96-f559-4318-b3d6-71266ed37e54,"would love to, but it would be great if we could try to bridge the gap between Islamic and Afghan! ",,,,,,,,,,,,,,,,1,
4ca71c10-3eb3-4827-ad9b-ce5ce1ff9e46,For education ,1,,1,,,,,,,,,,,,,,
4cc4005e-fa1c-4e71-a14c-6d5479eea2d3,Not so ,,,,,,,,,,,,,,,,,1
4cc51ee7-95f7-491f-a86e-94ffbbf0eabe,It should be equal to's vol ,,,,,,,,,,,,,,,,,1
4d0c5886-23aa-42e2-82be-df12251057d8,"The current government must make sure that our society needs a doctor-lawyer and other responsibilities for women. Without considering women in the society, the current government will fail. ",1,1,,,1,1,,,,,,1,,,,,1
4d345d4d-c7f1-420d-9e59-106482a1b058,"In my opinion, the Taliban will never allow women their rights ",,,,,,,,,,,,,,1,,,
4d6d6dbf-21fc-4b7a-a3ba-64dadf5a392b,"Well, in fact, the religion of Islam has assumed the knowledge of men and women, the rights of women in any government that has ruled in the past and now in Afghanistan has been trampled. ",1,,1,,1,,,,,,,,,1,,1,
4d8ff4d5-accd-48cd-986a-21701ca7db01,It's hard work ,,,,,,,,,,,,,,,,,1
4d970651-a9cb-431d-aefe-47accd701a05,Very good ,,,,,,,,,,,,,,,,,1
4d9ba728-aef6-44f3-9e2b-1545973ea11f,Women should be free ,1,,,,,,,,,,1,,,,,,
4db6aab3-d19e-44eb-98a1-e739859cf419,Our future will be bright. We will have a self-sufficient society ,,,,,,,,,,,,1,1,,,,
4e18d8da-4a31-42c6-92ea-aa2bd287a16e,The world community must come ,,,,,,,,,,,,,,,1,,
4e774ba2-fd3c-42bb-b3aa-5a04c8ceb914,Provide all citizenship rights free of gender discrimination. ,,,,,,,,,,,,,,,,,1
4eb8ec5c-bc9d-4e6b-81ae-eeddb895546f,The Islamic Emirate of Afghanistan's women's rights ,,,,,,,,,,,,,,,,1,1
4ece6374-3811-4ce1-b236-b1ffd96361c1,What do you mean by answering any question? Why are you doing this? Who is managing our life? ,,,,,,,,,,,,,,,,,
4ee647ec-9f9d-4e71-ae7f-af5c616cd8f2,"It is clear that we must respect the rights of all, especially women in a society, because more than half of the society in this country is made up of women, and achieving this phenomenon is not possible except in a truly inclusive government, and all must be flexible. Let's be receptive and practice forgiveness in order to succeed in these problems ",,,,,,,,,,,,1,,,,,1
4ef43086-3f66-489d-b9f1-7271e06a5b75,Schools ,1,,1,,,,,,,,,,,,,,
4f656ad8-15a5-49b2-981f-b2ca5359faa8,I agree with the right to education and work that is not against Islamic and Afghan values ,,,,,,,,,,,,,,,,1,
4f68459a-4a04-47d5-a620-2ae3fe4278d6,To the inclusive government and all the tribes living in Afghanistan ,,,,,,,,,,,,,,,,,1
4f7e1e32-6ccd-4ae6-8afe-323c45dd5b07,Women have the right to education ,1,,1,,,,,,,,,,,,,,
4f8f56fa-c45d-4df1-a832-d3acfa9be2e1,This is a meaningless topic ,,,,,,,,,,,,,,,,,1
4fa681d6-cdc7-4c73-b5d9-57e08f45c53e,It is great for women. Women are a working class in this society ,1,1,,,,,,,,,1,,,,,,1
4fc290d2-a27e-4be5-93fb-5e98717661e2,We have a happy life ,,,,,,,,,,,,,,,,,1
4fc2fa32-3424-4bf4-98c1-b2a7e498221e,Must be created ,,,,,,,,,,,,,,,,,1
4fc8f293-9d7a-4c35-a386-2ac7f7a1809d,It's better ,,,,,,,,,,,,,,,,,1
4fdeaa0c-3fdb-4fdd-8f94-b89b092aa921,Let them decide their own destiny ,1,,,,,,,,,,1,,,,,,1
4fe104df-7561-442a-8582-523aed8039e4,Is the right decision ,,,,,,,,,,,,,,,,,1
4fe19135-86ed-43dc-81b4-a048b083deca,"In general, human rights are not fully respected anywhere in the world. Women in all countries, even in the United States, have many problems, but in Afghanistan at the moment, the same right to education can be the right to work and social freedom. ",1,1,1,,,,,,,,1,,,,,,1
4ffb32f8-1e98-4572-972b-04abddf0e748,"It is a matter of urgency and the whole society should try to get women their rights, otherwise the damage will be too late a year later. ",,,,,,,,,,,,1,,,,,1
50102893-1bfc-4319-9f97-379775bf41d5,"Human rights for women are possible through ways such as satisfying the Taliban, establishing a comprehensive government ... ",,,,,,,,,,,,,,,,,1
501dd110-93a7-4fc3-8744-cbe8226d2ee0,"Human rights, especially for women, are clearly stated in the Qur'an, which is followed by the Afghan people. By observing it and following it, those rights are given to them by themselves, because in no other religion or denomination has the rights of women been respected and paid so much. ",,,,,,,,,,,,,,,,1,1
504554bd-fd08-44a4-bc67-71156958a72f,Women are half of the society and they should be given equal rights in all walks of life. ,1,,,,,,1,,,,,,,,,,
504edc8f-dfa6-4786-820f-ca9ef1b9ce8d,"All men and women must defend their rights and the rights of Afghan women. Taliban have no respect for Afghan women. This group must be destroyed. If this group is not removed from power, it will be a disaster for all Afghans. Whoever is being persecuted should be a popular wisdom, when the people of Afghanistan themselves should choose it, let it be ruled that all men and women can work and educate freely, and all minorities should be included, with respect to Ali Mohammadi ",1,1,1,,,,,,,,1,,,1,,,
505368dd-9e45-470b-859c-a673459e78d3,Women are also a part of society and every amount should be paid ,,,,,,,,,,,,,,,,,1
50701240-3b06-4552-803d-c0019cfffa4c,Very good ,,,,,,,,,,,,,,,,,1
50c69477-80e8-4b97-a965-2772fea7b359,The participation of men and women in the affairs of the country is equally important. It has good consequences ,1,,,,1,,,,,,,1,,,,,
50cd0995-5c44-463e-9cc3-91e6b6e9c9b6,That would be great work ,,,,,,,,,,,,,,,,,1
50d1e979-edb5-4f03-bedf-6c413b9820a7,It will look good ,,,,,,,,,,,,,,,,,1
50d44b23-6315-42fe-8127-aa1006019f33,The international community in its commitment at the meeting told a big lie about Afghanistan that the Afghan people are paying the ransom. The people have nothing to do with the politics of the US and the Taliban games. The government has gone back 30 years to the Afghan Taliban.,,,,,,,,,,,,,,1,1,,1
5132ba95-ba32-494c-a9e5-2addb2ce1c67,Women should be given their rights ,,,,,,,,,,,,,,,,,1
5134ee7d-bf14-4676-a08a-9d12682a631d,Personally it will bring me light like the sun ,,,,,,,,,,,,,,,,,1
5143453d-c207-405f-8a90-e6a14b8b6df6,"If the United States does not come to Afghanistan, women in this country are in danger ",,,,,,,,,,,,,,,1,,
517617e2-6689-4e97-bd74-5858c405f15a,Sad for the women of my country. Their fundamental rights must be respected ,,,,,,,,,,,,,,,,,1
517ef890-0e6a-4259-a88a-5e4d833bab76,"According to Islamic law, women have rights and responsibilities that should be given to them. The right to education, the right to work, the right to freedom and the right to participate in major decisions. ",1,1,1,,,,,,,,1,,,,,1,
5185a394-d0be-4c5e-9883-43fb210121c7,It will be useful ,,,,,,,,,,,,,,,,,1
518bf64b-adbc-4bc1-9e60-7cdac36a1bef,"Allow the Taliban to re-enter power and work as before, thus achieving their human rights ",,,,,,,,,,,,,,,,,1
519644d0-7625-4fa1-9035-d7c20395b6cf,Women should be given the right to form half of the population of the country. ,,,,,,,1,,,,,,,,,,1
51c23bbf-a2da-4b48-ba2f-f96248b05688,Currently impossible ,,,,,,,,,,,,,,1,,,1
51e6ab42-1534-4b37-b886-82048ae2fce1,The only way to control the Taliban is to use women. It is true that the Taliban must also be fully controlled. ,,,,,,,,,,,,,,1,,,1
51f06d13-4e85-4e76-9660-c80f37270528,Very important ,,,,,,,,,,,,,,,,,1
52059529-df50-4e7b-af81-d05465295713,Afghanistan free ,,,,,,,,,,,,,,,,,
526439b7-7aa5-4bff-83ff-6bec1d127e9e,"In a society where women do not play a role, that society is not sustainable ",,,,,,,,,,,,1,,,,,1
52e63fc2-edbb-4f7d-be2f-ece0d0686870,"To improve the situation of women, the right to education is better for women ",1,,1,,,,,,,,,,,,,,
